,im,like,people,one,get,amp,good,know,time,day,would,really,love,think,us,see,even,make,thats,cant,much,go,still,great,want,got,never,well,also,back,today,u,happy,going,way,new,life,feel,ive,always,work,say,bad,right,thank,ill,many,first,look,best,take,hope,may,please,every,things,sorry,something,better,sad,thing,man,said,hes,years,someone,last,help,fun,keep,beautiful,poor,home,super,trump,nice,lol,give,little,getting,lot,done,sure,god,yes,let,live,oh,evil,use,game,funny,family,damaging,long,rejected,perfect,cold,theyre,find,broken,since,miserable,care,proud,scared,hard,two,theres,stop,show,big,without,times,thought,quality,grief,around,put,trying,real,covid,try,enough,intelligent,regret,money,stay,grieving,already,deprived,maybe,though,smile,generous,support,lucky,away,pretty,end,exciting,old,job,part,believe,celebration,heart,must,hate,gross,video,whole,adventure,news,saying,yet,wait,start,bleak,birthday,remember,used,story,via,school,seen,place,motivating,team,house,check,high,kids,lets,lively,kind
perfect,-0.0979754,0.2784302,-0.1017051,0.38879162,-0.057981975,0.18733469,0.46501085,0.09187984,0.06757847,0.19238234,0.17839204,0.22657335,0.33858073,0.356526,0.03832542,0.17794763,0.20751545,0.27038708,0.15870947,-0.0019161511,0.19688925,0.11040373,0.16659372,0.5781019,0.18193,-0.11063962,0.13004027,0.03256591,0.35597166,0.070595086,0.18212573,0.074684784,0.37422562,0.15770525,0.25155035,0.34710646,0.22369565,0.24408112,-0.022170024,0.37958705,0.06531205,0.22834209,0.36235377,0.35909805,0.11032568,0.121784605,0.013901881,0.43430746,0.33322388,0.5673923,0.27039945,0.34382242,0.22053461,0.17444853,0.47827685,0.1168012,0.17411211,0.19067334,0.37922114,0.40036422,0.16164066,0.01638025,0.23246738,0.037762634,-0.09588477,0.08212121,0.20008413,0.17359039,0.40573215,0.03528455,0.6377548,0.16131426,0.12630974,0.22604947,-0.018236607,0.6322987,0.21834952,0.2328712,0.48938996,-0.18111512,0.17221813,0.23049273,0.47843125,0.09685261,0.19883764,0.112576686,0.1422689,0.20080037,0.2179952,0.23663898,0.15495338,0.42657065,0.07633365,0.39222923,0.2712966,0.12147534,1.0,0.48498973,-0.040753525,0.30185294,0.30899012,0.09417493,0.4902097,0.115332216,0.3296201,0.2927097,0.22694102,0.10763273,0.2592547,-0.038182117,0.26952526,0.5849745,0.067586325,-0.023750618,0.22680062,0.3744567,0.2366678,0.32948905,0.3787719,0.20333998,0.4960217,-0.024930716,0.3152842,-0.084980465,0.46297482,0.27098778,-0.06258625,0.15550844,0.24775691,-0.089708716,-0.0012524839,0.32357293,0.15303923,0.50172925,0.2920198,0.10927392,0.27686822,0.11510625,0.29342586,0.3941527,0.5256893,0.10460572,-0.020471947,0.23474179,0.11569086,0.32918382,0.18932892,0.025006825,0.20251317,0.43229732,0.2639901,0.56308824,0.48166108,0.012631203,0.21678524,0.081675835,0.0861316,0.1857727,0.7178252,0.19288738,0.2905848,0.1843788,0.19125818,0.1347287,-0.05925559,0.23513912,0.14988992,0.40344298,0.11808358,-0.10783908,0.16747622,0.021269938,0.063390136,0.18958732,0.6693206,0.49321112
cold,0.053878326,0.2532005,-0.11192331,0.119287446,0.17941843,0.098069176,0.3038365,0.067680195,0.04833666,0.30232236,-0.07217243,0.07883288,0.0057046125,0.127411,-0.14296386,0.123165615,0.19372903,0.03913959,0.13337521,0.06694198,-0.06642961,0.31848446,0.1431079,0.065924056,0.069478415,0.19525741,-0.04442196,-0.0284491,0.01121301,0.19081278,0.2712156,-0.04980717,0.20953904,0.20038529,0.07412334,0.17049564,0.046685077,0.23628931,-0.035840765,0.0120590655,0.029573513,0.11219375,0.37951562,0.22383827,-0.17108811,0.083839096,-0.15722796,0.1444733,0.25153804,0.03216871,0.16386862,0.040352415,0.119360186,-0.10403963,0.17703876,-0.05966598,0.059591196,0.013232361,0.12926446,0.32660624,0.04609515,0.08110048,0.12422162,0.082427934,-0.027887298,-0.09762416,0.18368685,-0.08665606,0.25577134,0.088228434,0.324569,0.23251487,0.28209773,0.35200432,-0.16555013,0.49468747,0.3385803,0.053645372,0.33020678,0.14822364,-0.10182687,0.014301315,0.15453814,-0.025780464,-0.049069718,0.12168142,0.14105637,0.08647836,0.17078266,0.18752742,0.10456312,0.2877397,-0.18885016,0.34832424,0.19106357,0.18936422,0.48498973,1.0,0.10091055,0.105917096,0.46569076,0.16580871,0.44056463,0.022803247,0.061499503,0.46395633,0.09073866,0.2380558,0.05349412,0.047680672,-0.022775808,0.27794957,0.11360098,-0.067837365,0.16520302,0.2758905,0.04834371,0.542217,0.36168772,0.10224097,0.19228233,-0.0067259716,0.23354866,0.038525667,0.14774087,0.10078854,0.032552935,0.30729362,0.07939904,0.013387938,0.23482025,0.2660076,0.25141767,0.32310557,-0.043719623,-0.32139605,0.24639945,0.3091121,0.2064424,0.32052746,0.30874276,0.253553,-0.18139455,-0.15788563,0.031680815,0.2851502,0.13783965,-0.15254416,0.19109978,0.4939584,0.009254072,0.15240689,0.2560111,0.06672338,0.18146959,0.033472233,0.21865578,0.31460288,0.49713784,0.11263089,0.21451035,0.2024801,-0.10274673,0.15846565,0.26306742,0.05202333,0.13985577,0.046968345,-0.29749864,0.42545357,0.08436193,0.49545443,0.1581919,0.029028075,0.54898655,-0.04517925
theyre,0.73757374,0.25282338,0.601564,0.16408186,0.41702378,0.1397197,0.12045493,0.48920345,0.10547313,0.024289595,0.24204996,0.5291015,0.120933294,0.5378578,0.09407267,0.33412346,0.30469793,0.37566808,0.6912717,0.25140575,0.17959933,0.23848733,0.50436926,-0.09834402,0.2457847,0.31310737,0.13761151,0.2475103,0.3987591,0.20276788,0.05542754,0.2871574,0.10870013,0.24403748,0.27251118,-0.06109263,0.1963982,0.48734596,0.35212418,0.29668632,0.3056054,0.42653283,0.2252548,0.3992668,0.05472456,0.2133627,0.28776327,-0.115649946,0.3631594,-0.03943649,0.16241673,0.113394804,-0.012253355,0.020688465,-0.0062677963,0.5305145,0.17122762,0.44158328,0.14287128,0.37259665,0.38854548,0.49386957,0.25638217,0.7402419,0.1300288,0.34590134,0.0019125014,0.1606265,0.24515006,0.5972427,0.09884774,0.27541792,0.16726592,0.5245124,0.28379112,0.17956382,0.6444757,0.16381502,0.3662383,0.45952296,0.4469031,0.15193367,0.18759714,0.059957407,0.4911905,0.2573,0.15433402,0.33345947,0.2225544,0.2015782,0.14939512,0.48283997,0.13010746,0.14887409,0.21463631,-0.10494281,-0.040753525,0.10091055,1.0,0.43091854,-0.030590024,0.085982054,0.2918502,0.22836009,0.038877115,0.33397967,0.4431274,0.14821872,0.5775111,0.64180917,0.09486776,0.21370426,0.4386334,0.3751766,0.38490185,0.06267673,0.06665856,0.345939,0.25651652,0.21790093,0.32905415,0.17642792,0.41085994,0.47921714,0.3977262,0.2720871,0.22953543,0.3634928,0.0668297,0.36019447,0.12597583,0.46059918,0.50521845,0.18943304,-0.009519248,0.05221038,0.05218237,0.19453835,0.562244,0.1850427,-0.011035915,0.20852558,0.23803852,0.19958264,0.42105338,-0.19899665,0.21974486,0.41398975,0.49721512,0.27471602,-0.05879098,0.12461411,-0.15157533,0.14292781,0.3904784,0.3422163,0.13800009,0.436243,0.040614706,0.1436938,0.43671936,0.3509289,0.16044933,-0.19787931,0.11137246,0.14332435,0.15928827,0.24241036,-0.010241094,0.3319309,-0.05830352,0.093151696,0.53122264,0.11984471,-0.0670648,0.44548544
find,0.28599557,0.1910374,0.2485797,0.28208458,0.6220237,0.12454898,0.27998987,0.46255612,0.14743128,0.24689518,0.21170789,0.5133594,0.2816252,0.53783745,0.14356624,0.68077254,0.4013423,0.530664,0.40449023,0.15444864,0.20401692,0.47132152,0.36913443,0.24076888,0.2998081,0.21268271,0.17453548,0.24817984,0.4043759,0.09908682,0.21587747,0.21033452,0.16450472,0.25690144,0.29625547,0.26741123,0.28910577,0.43903092,0.14167035,0.2898007,0.45347792,0.5994048,0.17575687,0.44366032,0.17355533,0.10276745,0.23624387,0.07702501,0.4190287,0.1896518,0.43307415,0.32128936,0.103768565,0.19755489,0.15551728,0.47185904,0.22720271,0.45948398,0.33210278,0.3218483,0.32564253,0.13439043,0.18511942,0.22684233,-0.03005766,0.21448834,0.12498118,0.5425772,0.32530507,0.5117238,0.22144453,-0.018409662,0.103158,0.23770534,0.15667129,0.39505973,0.43838325,0.56425846,0.26416627,0.29588333,0.31429005,0.24984576,0.2803787,0.07751931,0.335749,0.33254293,0.4068099,0.22280858,0.0634736,0.4860239,0.34326082,0.2788723,0.1383851,0.17385325,0.16084844,-0.06325579,0.30185294,0.105917096,0.43091854,1.0,0.0726574,0.1750367,0.18420379,0.112216495,0.09035563,0.13915053,0.24932013,0.10124349,0.5358828,0.5670787,0.58438706,0.15353385,0.40292382,0.3079027,0.38452065,0.25291383,0.11997361,0.2881533,0.6045269,0.17980154,0.42850867,0.2234924,0.6187806,0.3485175,0.2607052,0.30985886,0.110484116,0.41666332,0.10916464,0.15074804,-0.060079552,0.45692107,0.39874902,0.26444826,0.032333676,0.3356589,0.13528284,0.004817731,0.2573179,0.48585302,0.40480077,0.011552545,0.32275996,0.31448832,0.62364876,0.06882236,0.13608702,0.2549528,0.33451042,-0.022850065,0.21928059,0.22138272,0.2756742,0.28534034,0.325307,0.4025183,0.51772004,0.6413392,0.2114766,0.17262627,0.63795453,0.29707012,0.3371297,0.12463879,0.05395636,0.26541153,0.23971257,0.31480446,0.15860993,-0.0026661626,0.41247383,-0.016456522,0.2264443,0.2893556,0.023539098,0.36168295
broken,-0.040613107,0.16899608,0.024545759,0.131061,0.15995626,0.08195337,0.14220145,0.20892188,0.13911603,0.061270986,-0.02029331,-0.04563536,0.07460995,0.1539126,0.019555196,0.11992127,0.18745054,0.029104901,-0.03352913,0.3022254,0.099214904,0.26018983,0.17597714,0.060165748,0.14807048,0.23731244,0.25629154,-0.10008821,0.029703584,0.22126223,0.0022667733,0.09372043,0.1773682,0.19971529,0.0565396,0.20584877,0.08125756,0.0754762,0.13494097,0.036740538,-0.07250445,0.20466852,0.31081122,0.21281065,-0.082033865,0.17674288,0.05201702,0.31365645,0.029371051,0.12331807,0.17009231,-0.06838312,0.0030670848,0.07981528,0.17801382,-0.008612948,0.24150597,-0.050845705,0.19172893,0.34591675,0.04476077,0.13596202,0.37076297,0.010530516,0.2064997,0.13565971,0.20852132,0.18780486,0.23972091,-0.09958905,0.1309999,0.3893018,0.15828018,-0.0016440173,0.16106981,0.22942588,0.29215774,0.19069761,0.20484148,0.19749755,-0.015267378,0.19607466,0.22349246,0.11020123,0.08741482,0.21474636,0.13935441,0.11298244,0.3302597,0.18415302,0.12060553,0.4390177,0.057577696,0.45688102,0.24171008,0.5863435,0.30899012,0.46569076,-0.030590024,0.0726574,1.0,0.39449343,0.43583053,0.1328943,0.31060153,0.60079604,0.18410888,0.24457029,0.14527754,0.16539101,0.077032715,0.36882412,0.17876232,0.02921905,0.24851266,0.08702773,0.20107284,0.2927041,0.384136,0.32167086,0.29311666,0.20288803,0.119144,0.03952891,0.3087887,0.27998143,0.18570723,0.029783297,0.36462295,0.21119942,0.39508224,0.24245429,0.20311384,0.2852211,0.27819288,0.03297331,0.4931858,0.29528788,-0.08818222,0.1774139,0.2834096,0.27832595,-0.16541302,0.013765026,0.364428,0.21247083,0.24797916,0.08255176,0.30875543,0.4875505,0.09537091,0.25247785,0.24824506,-0.14610256,0.47268754,0.28945893,0.286507,0.09845425,0.30051664,0.01936536,0.26091686,0.4140684,0.0077742096,0.13219696,0.09865987,0.4462222,0.055410616,0.21545175,-0.14964807,0.29072103,0.09718769,0.2884029,0.12913223,-0.016895676,0.37203404,0.0063934303
since,0.20733188,0.16825777,0.11572115,0.4323731,0.24753658,0.09131514,0.124911495,0.25053397,0.42153797,0.29913494,0.07565054,0.18882714,-0.009800315,0.32954198,0.090144664,0.091362946,0.4105134,0.0630217,0.1455017,0.009181283,0.19537216,0.18621342,0.39033833,0.069246896,-0.04013789,0.41110688,0.4674183,0.21493012,0.31746644,0.29123196,0.45652422,0.043449003,0.18855526,0.24724682,0.14019547,0.16496678,0.27800626,0.21542728,0.63836414,0.21556966,0.30345115,0.18669356,0.21484344,0.26911053,0.04463671,0.10188996,0.3129135,0.53539705,-0.00044722625,0.1428397,0.16548674,0.04304002,0.13613121,-0.10867312,0.36698425,0.27290827,0.23514582,0.17584823,0.23527737,0.3268894,0.3558258,0.18108754,0.43111998,0.25627452,0.5075228,0.17186747,0.6050204,0.025962215,0.19445047,-0.031981453,-0.0055956664,-0.014964671,0.24605662,0.19321206,0.15941264,0.05856294,0.35961142,0.1560453,0.25165185,0.3830578,0.26870692,0.45333844,0.21390228,-0.025740484,0.19410005,0.13655604,0.31814966,0.045467284,-0.028479232,-0.017036166,0.38051742,0.1515377,0.14104353,0.048367713,0.46022576,0.41425246,0.09417493,0.16580871,0.085982054,0.1750367,0.39449343,1.0,0.23547208,-0.047047045,0.23206714,0.2471048,0.20958458,0.6668431,0.20387514,0.17301802,0.33716524,0.12284029,0.36816487,0.5065873,0.5677103,0.08637506,0.14090247,0.3015113,0.24488693,0.14458479,0.15128176,0.4195225,0.0992659,0.22035429,-0.030318595,0.42523986,0.16927092,-0.013992306,0.2240916,0.6831179,0.2151957,0.43670192,0.2856091,0.028933795,0.002368298,-0.052664973,0.4740833,0.37850165,0.1229556,0.5415852,0.25575107,0.4039346,0.26851687,0.45441633,0.36572272,0.33040833,0.1765022,0.10159712,0.013511224,-0.029385954,0.2166529,0.4097612,0.32160175,0.1487256,0.35832873,0.59276587,0.34688932,0.36342406,0.13929771,0.24692036,0.5503977,0.44145203,0.28719229,0.18287975,0.44057512,0.6803812,0.23665006,0.0074762665,0.26765597,0.38485104,0.10991228,0.23927838,0.2621322,-0.13228768,0.096734814,0.03803198
miserable,0.1875794,0.4784536,0.3117045,0.23809776,0.14397742,0.22807251,0.28123477,0.43264097,0.32897043,0.30191222,0.20468797,0.30848747,0.4400463,0.3900255,0.23247439,0.19708529,0.3172965,0.28524324,0.18434004,0.21539788,0.29001024,0.3180288,0.33484653,0.18636099,0.47788522,0.018335136,0.24634102,0.16080597,0.23402543,0.21309747,0.22663915,0.29861826,0.63390476,0.35019884,0.41204628,0.03149876,0.5170502,0.4088982,0.14737888,0.2882635,0.14116727,0.29663733,0.45906228,0.3596743,0.115816794,0.27173194,0.1841008,0.10522423,0.30109215,0.2512546,0.20612136,0.30598962,0.18633442,0.10696624,0.24931155,0.3366452,0.36948702,0.28653836,0.46353492,0.74493223,0.33822474,0.3208468,0.18352911,0.10565266,0.25114495,0.25080153,0.1345889,0.24892427,0.56274253,0.20198521,0.44418594,0.49307755,0.3652623,0.15187776,-0.017256439,0.48143524,0.4195438,0.24873583,0.42504656,0.17310466,0.34131017,0.09849229,0.44364682,0.24021384,0.115147255,0.39316368,0.46443847,0.095067866,0.3161225,0.12744918,0.14182016,0.50988346,0.29810917,0.47735235,0.37368068,0.23187664,0.4902097,0.44056463,0.2918502,0.18420379,0.43583053,0.23547208,1.0,0.40353876,0.5046701,0.6723585,0.4095509,0.21469066,0.29444465,0.27035388,0.15125586,0.37073797,0.4283058,0.1904289,0.3668532,0.18662524,0.457871,0.55797684,0.31117067,0.33680212,0.5555738,0.121658914,0.33683473,0.22006163,0.47299263,0.5120921,0.35011587,0.26403853,0.5640749,0.15007365,0.44124568,0.35485074,0.32448414,0.55335325,0.3341418,0.02991671,0.4571022,0.41778392,0.252809,0.37355143,0.39962825,0.34189248,0.0015254002,0.19528711,0.32446155,0.37185004,0.3397243,0.26439542,0.6378813,0.5482927,0.038389802,0.43696603,0.22841986,-0.10582676,0.34458223,0.22899258,0.224657,0.27361655,0.55952567,0.20059516,0.42871922,0.41091734,0.10197834,-0.24007253,0.21555853,0.2593751,0.234317,0.51633906,-0.1029232,0.24095488,-0.026020603,0.16599596,0.55235183,0.1829445,0.5247602,0.3908823
care,0.06679146,0.19897372,0.28867626,0.1367434,0.0112285605,0.31431994,0.29224414,0.36830074,0.368087,0.13790397,0.31285787,0.22512466,0.31650335,0.2790415,0.2682664,0.10161071,0.13152638,0.11212115,0.15958309,0.26371524,0.32505706,0.19934179,0.1937028,0.111940205,0.4737494,-0.12109662,0.06405548,0.19355322,0.24833551,0.15765278,0.12242564,0.2607187,0.23874058,0.2998629,0.27695176,-0.15468872,0.35594144,0.20964842,-0.037879393,0.1416752,0.28293043,0.22114792,0.23026216,0.16706811,0.2516849,0.33719277,0.17373756,-0.08788188,0.31234872,0.12545228,0.3447035,0.32422212,0.18439545,0.36183396,0.025926795,0.21613929,0.22997119,0.17704429,0.27342734,0.14080699,0.24229832,0.12259398,0.10438243,-0.047415324,0.18869181,0.18286687,-0.061887555,0.4507306,0.21598753,0.19434977,0.08148781,0.4604998,0.27803278,-0.16635591,0.19659024,0.14751779,0.061318778,0.33767807,0.09931564,0.1504298,0.27769673,0.14375639,0.26819733,0.2573143,0.1384608,0.38571715,0.22454344,0.07515456,0.307797,0.15738843,0.044438463,0.13224094,0.40917507,0.45033523,0.26127934,0.06992392,0.115332216,0.022803247,0.22836009,0.112216495,0.1328943,-0.047047045,0.40353876,1.0,0.32377452,0.33702478,0.26913607,0.002777095,0.15458767,0.13597189,0.1887855,0.117815994,0.24704605,0.08960521,0.12845239,0.31029293,0.49416545,0.18872309,0.13936405,0.30570897,0.2434364,0.30479217,0.28741208,0.38445348,0.31319362,0.19794953,0.5030726,0.36833632,0.48470113,-0.0017048045,0.39535615,0.24475063,0.18354745,0.13895649,0.4310108,0.4494792,0.19271004,0.43731055,0.093906775,-0.012452233,0.07638773,-0.008850585,0.28102776,0.37520808,0.2225921,0.16372792,0.22034614,0.41701004,0.5152985,0.30029863,-0.08283664,0.10149562,0.040273603,0.03887665,0.24671823,0.16088018,0.041035324,0.099717304,0.15966119,-0.037549086,0.18946669,0.34251383,0.12593521,0.0006854207,0.18392748,0.07414583,0.4538427,0.54462516,0.22985731,0.015105209,0.06824939,0.23369886,0.41648895,0.1997922,0.10340648,0.29557914
proud,0.14015003,0.2001969,0.07824379,0.13403617,0.02800801,0.2591206,0.20512839,0.3040714,0.18902427,0.30042472,0.05022667,0.18299456,0.5682898,0.34158796,0.11918387,0.14440288,0.10811477,0.05529779,0.107814305,0.041283667,0.17036602,0.1302607,0.23570949,0.38048735,0.27924716,0.043222703,0.119354896,0.30140942,0.3472649,0.0522517,0.31714734,0.3084746,0.5585093,0.289265,0.12201317,0.0653207,0.22741033,0.20139234,0.13578008,0.27732846,0.33592585,0.25812808,0.15598506,0.1372614,0.5855496,0.19006257,0.13046725,0.103333496,0.11909642,0.34530467,0.118925385,0.39490372,0.119846396,0.23966484,0.019891214,0.117368884,0.6690124,0.06819875,0.30494443,0.51152164,0.19098262,0.20981017,0.23630323,0.066459306,0.21809058,0.055361748,0.07608894,0.39514023,0.43449506,0.16454192,0.3806411,0.38851938,0.31640017,0.121186376,0.039304502,0.35403386,0.18877864,0.31611103,0.25462317,0.14826836,0.1336757,0.32368845,0.56466836,0.23362893,0.2847092,0.19625273,0.23393783,0.2687311,0.13279459,-0.017917892,0.010178628,0.29076406,0.46840453,0.20521882,0.13131757,0.26672632,0.3296201,0.061499503,0.038877115,0.09035563,0.31060153,0.23206714,0.5046701,0.32377452,1.0,0.513944,0.3760002,0.030305736,0.14263976,0.12669124,0.3064962,0.33969322,-0.016091077,0.059421804,0.25720918,0.11354762,0.41816893,0.108773656,0.09413611,0.25798017,0.1985003,0.076929875,0.097809725,0.07276946,0.27555487,0.42660835,0.20827562,0.17128406,0.74774635,0.17027242,0.37123305,0.10615733,0.040945478,0.29825896,0.640381,0.44424638,0.54898584,0.11030304,0.23021874,0.054422732,0.30217564,0.2055136,0.28412643,0.37140238,0.30924475,0.37779474,0.19338824,0.16018613,0.46061915,0.29894206,0.14548966,0.21621813,0.047904007,0.078840666,0.37922207,0.2596814,0.20549697,0.14362147,0.27656636,0.41159993,0.34409654,0.24581403,0.09973915,0.0117153,0.33787236,0.26808202,0.099813096,0.5675082,0.3704024,0.044057764,0.20234,0.12522814,0.33522722,0.20052086,0.3362863,0.38850248
scared,0.29809213,0.41615894,0.28254062,0.23395352,0.20785718,0.034494437,0.2513663,0.50670165,0.22478265,0.100771934,0.20293619,0.2978071,0.25428906,0.4137347,0.16579197,0.24176942,0.3035164,0.08518506,0.29091015,0.32304046,0.15239507,0.396279,0.42176208,0.05069324,0.5040472,0.18284008,0.28213477,0.18058144,0.30347365,0.42577493,0.19134244,0.3857694,0.41629654,0.53094,0.23873654,0.13777046,0.15183187,0.2563288,0.19940095,0.27577195,0.17062962,0.4227219,0.4315062,0.448779,0.08761724,0.4998414,0.0802538,0.21803313,0.2704013,0.09552045,0.22758092,0.27473173,0.081440926,0.35011947,0.15505444,0.28003514,0.5310749,0.36922175,0.34388825,0.59844565,0.2795087,0.27802914,0.42988116,0.21336643,0.16086136,0.3328838,0.1268944,0.33440635,0.49008504,0.19785112,0.17119248,0.4487312,0.35312507,0.22672713,0.20558445,0.51193637,0.5846631,0.27424335,0.34981015,0.316865,0.2246307,0.25288638,0.5424948,0.12237429,0.38621846,0.5680814,0.30988243,0.31876102,0.3521572,0.115977,0.15927221,0.6006228,0.08123794,0.41747507,0.27648,0.40040877,0.2927097,0.46395633,0.33397967,0.13915053,0.60079604,0.2471048,0.6723585,0.33702478,0.513944,1.0,0.40627846,0.16270876,0.25316745,0.38158527,0.16068706,0.39419368,0.22386321,0.010246139,0.3403684,0.06664198,0.28626233,0.5499949,0.28872207,0.52091134,0.38524872,0.116894506,0.45785028,0.24759759,0.3506374,0.50145614,0.38287506,0.21874972,0.4379018,0.36728755,0.47362778,0.5046374,0.30106142,0.40214863,0.22011995,0.074084945,0.5789638,0.51161814,0.2619469,0.22627236,0.34499428,0.28346726,0.08197908,0.04360885,0.36931077,0.13812022,0.23742187,0.34644517,0.61501724,0.6138211,0.1280422,0.3049073,0.1433251,-0.08842356,0.66798717,0.3698416,0.35700843,0.41232038,0.3948191,0.0721004,0.40001935,0.51894987,0.041810855,-0.10617041,0.15284349,0.25348708,0.15857558,0.4508079,-0.14041057,0.41909897,0.19866328,0.26958597,0.47787112,0.29318854,0.34708142,0.19791952
hard,0.38108027,0.21449184,0.47352773,0.17241473,0.28748903,0.15856579,0.36394814,0.3031145,0.34487015,0.22415812,0.2605496,0.37924352,0.20734295,0.33870745,0.33598676,0.057090398,0.33536914,0.24627352,0.27637634,0.4757969,0.41645938,0.21009684,0.5026898,0.38704762,0.4419232,0.17302719,0.3096433,0.37270424,0.37114614,0.38476998,0.27004555,0.3151175,0.17262746,0.4123452,0.4100632,0.14123371,0.3122871,0.2660719,0.34183246,0.36197937,0.4813233,0.23556872,0.34960863,0.43273562,0.13465446,0.4289873,0.21081032,0.18798882,0.049052928,0.29329833,0.1597563,0.31381902,0.044082668,0.32428527,0.20820016,0.4620797,0.30224752,0.32789257,0.42436588,0.38400736,0.21570373,0.2247967,0.12290046,0.24147917,0.28809783,0.33654997,0.1538547,0.3362584,0.41560158,0.44784817,0.0283362,0.3111505,0.51421654,0.19134763,0.19016604,0.39380172,0.45510718,0.13724175,0.30879533,0.4098975,0.53016573,0.30315697,0.4460557,0.18491903,0.27744895,0.33831877,0.23928043,0.20702699,0.04999792,0.058262125,0.2755094,0.34406698,0.2860426,0.19572918,0.51365757,0.03905332,0.22694102,0.09073866,0.4431274,0.24932013,0.18410888,0.20958458,0.4095509,0.26913607,0.3760002,0.40627846,1.0,0.11281777,0.27598125,0.31831747,0.15144512,0.41127738,0.3104191,0.34325492,0.18931697,0.31548324,0.34303424,0.34840202,0.16793749,0.51807034,0.34843493,0.31076112,0.47371727,0.52043134,0.21881118,0.40839788,0.412745,0.2682479,0.31793752,0.31172842,0.21805999,0.5118029,0.40561277,0.17723283,0.25452733,0.28737533,0.4297846,0.42278597,0.21220393,0.20553638,0.38752702,0.09223285,0.38917235,0.25920597,0.21593302,0.061745044,0.12967622,0.50047797,0.3543494,0.23287565,0.09195995,0.32427472,0.13688041,0.039270625,0.3223371,0.44061178,0.25857297,0.42482683,0.3201563,0.08592643,0.35147864,0.37487847,0.15135697,-0.068554595,0.3222106,0.12460788,0.26968494,0.59654194,0.3824318,0.14003341,0.14085655,0.23572376,0.55274916,0.4609753,0.09982172,0.25566188
two,0.07589687,0.33731827,0.15952072,0.4138016,0.120412186,0.10900903,0.18599169,0.19823828,0.29650792,0.28847653,0.20564318,0.27956536,0.029266102,0.29960468,0.10518911,0.23641868,0.30245355,0.038546577,0.16096786,0.13666523,0.13394532,0.1701009,0.39658886,0.17979015,0.01656005,0.2813871,0.23931237,0.15636992,0.2697318,0.30394092,0.31681976,0.04841825,0.1517275,0.19522364,0.18249713,0.29414263,0.20487458,0.11803749,0.38162628,0.15974045,0.12793279,0.093582,0.2140959,0.13936299,-0.082414374,0.0683912,0.56449556,0.4159343,0.22624172,0.14598371,0.19929321,0.0094457045,0.1573066,-0.15645427,0.3790215,0.2458271,0.02726243,0.09781987,0.12073832,0.27817312,0.24085732,0.23820534,0.31736368,0.17973712,0.49411145,0.05055679,0.64649403,-0.101125546,0.26017758,-0.013759493,0.22413161,0.08065821,0.16213411,0.21315044,0.09707303,0.19415805,0.34579948,0.050198324,0.33955908,0.2213976,0.35464844,0.26112574,0.107281655,0.0056681354,0.14599049,0.07302818,0.26423913,0.10361045,0.08989558,0.0060956185,0.41997054,0.22432333,0.083752535,0.017843233,0.37207124,0.254924,0.10763273,0.2380558,0.14821872,0.10124349,0.24457029,0.6668431,0.21469066,0.002777095,0.030305736,0.16270876,0.11281777,1.0,0.1834088,0.006282687,0.2678503,0.1734565,0.24776319,0.5291611,0.379481,0.052974522,0.087909825,0.3666524,0.18134943,0.07681251,0.07142134,0.29359853,0.03485697,0.17148472,0.05303779,0.12759544,0.05995081,-0.03174145,0.09727008,0.56544363,0.14101277,0.42117274,0.36048523,0.052930653,-0.10550178,-0.13065659,0.30787358,0.3463048,0.1681942,0.5220407,0.32871473,0.70843583,0.12283354,0.26854664,0.25533563,0.27483267,0.065492064,0.027844656,0.077323854,0.12446848,0.23149928,0.35555342,0.39167538,0.15467848,0.24454735,0.32362872,0.3751626,0.23796128,0.29478985,0.23598924,0.44503668,0.4612775,0.35036862,0.21000098,0.3740973,0.41261178,0.1797362,-0.030249171,0.23574731,0.44013375,0.13155486,0.2943411,0.30858365,-0.050837394,0.2565736,0.021676991
